river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Little River (Withlacoochee River tributary),Little River (Withlacoochee River tributary)_1,What is the approximate distance in miles from the Little River's source to its confluence with the Withlacoochee River?,101 miles,105 miles,109 miles,113 miles,117 miles,0
Little River (Withlacoochee River tributary),Little River (Withlacoochee River tributary)_2,The Little River's waters ultimately reach the Gulf of Mexico through which sequence of waterways?,"Withlacoochee River, then the Atlantic Ocean","Suwannee River, then the Atlantic Ocean","Withlacoochee River, then the Suwannee River, then the Gulf of Mexico","Ockolocoochee River, then the Withlacoochee River","Suwannee River, then the Gulf of Mexico",2
"Little River (York, Maine)","Little River (York, Maine)_1",What is the approximate length of the Little River in kilometers?,4.7 km,2.9 km,5.7 km,3.9 km,4.0 km,0
"Little River (York, Maine)","Little River (York, Maine)_2",Which river is geographically situated directly south of the Little River?,Cape Neddick River,Atlantic Ocean,York River,Kennebec River,Saco River,2
Little River Canyon National Preserve,Little River Canyon National Preserve_1,What is the approximate acreage of the Little River Canyon National Preserve?,"15,288 acres","6,187 acres","15,288 hectares","6,187 acres","15,288 square miles",0
Little River Canyon National Preserve,Little River Canyon National Preserve_2,In what year was the Little River Canyon National Preserve established by an Act of Congress?,1992,1982,1995,1972,2002,0
Little River Raisin,Little River Raisin_1,What is the approximate length of the Little River Raisin in kilometers?,27.4 km,17.0 km,27.0 km,17.4 km,27.4 miles,0
Little River Raisin,Little River Raisin_2,The Little River Raisin is a tributary of which larger river?,River Raisin,Little River,Michigan River,Raisin River,Southeastern River,0
Little Roaring Brook,Little Roaring Brook_1,What is the approximate length of Little Roaring Brook in kilometers?,5.5 km,3.4 km,7.9 km,3.06 km,5.0 km,0
Little Roaring Brook,Little Roaring Brook_2,Which of the following is NOT listed as a watershed contained within the Little Roaring Brook's watershed?,Dunmore Reservoir Number One,Marshwood Reservoir,Roaring Brook Reservoir,Dunmore Reservoir Number Three,The abstract does not specify all contained watersheds.,2
Little Roaring Creek,Little Roaring Creek_1,"What is the approximate total area of the watershed for Little Roaring Creek, expressed in square kilometers?",15.5 km²,7.1 km²,5.98 km²,4.4 km²,15.5 sq mi,0
Little Roaring Creek,Little Roaring Creek_2,Little Roaring Creek is identified as a fishery type that supports the movement of aquatic species. What is this classification?,Coldwater fishery,Migratory fishery,Tributary fishery,Recreational fishery,Coldwater migratory fishery,1
"Little Rock Creek (Los Angeles County, California)","Little Rock Creek (Los Angeles County, California)_1",What is the approximate length of Little Rock Creek in kilometers?,26.9 km,16.7 km,26.9 miles,16.7 miles,26.0 km,0
"Little Rock Creek (Los Angeles County, California)","Little Rock Creek (Los Angeles County, California)_2",Which specific environmental contaminants have led to a safe eating advisory for fish in Little Rock Reservoir?,Mercury and PCBs,Lead and Arsenic,Cadmium and Dioxins,Mercury and Dioxins,PCBs and Arsenic,0
Little Rock Creek (Red Lake),Little Rock Creek (Red Lake)_1,Little Rock Creek is located within which Minnesota county?,Beltrami County,Red Lake County,Cass County,Itasca County,Hubbard County,0
Little Rock Creek (Red Lake),Little Rock Creek (Red Lake)_2,The naming of Little Rock Creek is attributed to what geological feature found near its confluence?,Numerous small boulders,Large granite formations,Extensive gravel beds,Significant sand deposits,Clay-rich sediment layers,0
Little Rock River,Little Rock River_1,What is the approximate length of the Little Rock River in miles?,74.5 miles,119.9 miles,75 miles,74 miles,120 miles,0
Little Rock River,Little Rock River_2,The Little Rock River is a tributary of which larger river system?,Missouri River,Mississippi River,Big Sioux River,Rock River,Minnesota River,3
Little Sac River,Little Sac River_1,What is the average annual discharge of the Little Sac River at Aldrich?,332 cubic feet per second,322 cubic feet per second,332 cubic meters per second,342 cubic feet per second,332 gallons per minute,0
Little Sac River,Little Sac River_2,Which of the following bodies of water does the Little Sac River flow into *after* leaving Fellows Lake?,McDaniel Lake,Stockton Lake,Fellows Lake,Sac River,North Dry Sac River,0
Little Saco River,Little Saco River_1,What is the approximate length of the Little Saco River in kilometers?,7.2 km,4.5 km,7.0 km,4.8 km,7.5 km,0
Little Saco River,Little Saco River_2,The Little Saco River originates from the confluence of which two brooks?,Haley Brook and Paine Brook,Saco Brook and Brownfield Brook,Fryeburg Brook and Haley Brook,Paine Brook and Saco Brook,Brownfield Brook and Paine Brook,0
Little Saint Roch River,Little Saint Roch River_1,What is the approximate latitude of the Little Saint Roch River's source?,47°07′05″N,47°44′56″N,69°44′56″N,47°07′56″N,69°07′05″N,0
Little Saint Roch River,Little Saint Roch River_2,The Little Saint Roch River flows across the Canada–United States border to join which specific tributary of the Big Black River?,Shields Branch,Big Black River,Little Saint Roch Branch,Maine Township Branch,Range 15 Branch,0
Little Salado Creek,Little Salado Creek_1,Little Salado Creek is a tributary to which major river system?,San Joaquin River,Sacramento River,Merced River,Stanislaus River,Cosumnes River,0
Little Salado Creek,Little Salado Creek_2,In which U.S. state is Little Salado Creek located?,Oregon,California,Nevada,Arizona,Washington,1
Little Salmon Creek (Mendocino County),Little Salmon Creek (Mendocino County)_1,Little Salmon Creek empties into which larger creek?,Big Salmon Creek,Little River,Albion River,Salmon River,Noyo River,0
Little Salmon Creek (Mendocino County),Little Salmon Creek (Mendocino County)_2,In which county is Little Salmon Creek located?,Humboldt County,Mendocino County,Sonoma County,Del Norte County,Trinity County,1
Little Salmon River,Little Salmon River_1,What is the approximate drainage area of the Little Salmon River in square kilometers?,"1,490 km²",82 km²,576 km²,"1,490 miles²",51 km²,0
Little Salmon River,Little Salmon River_2,"If the Little Salmon River is approximately 51 miles long, what is its approximate length in kilometers?",51 km,82 miles,576 km,82 km,51 km²,3
Little Salmon River (Lake Ontario),Little Salmon River (Lake Ontario)_1,Approximately how far southwest of the Salmon River's mouth does the Little Salmon River enter Lake Ontario?,Four miles,Six miles,Two miles,Eight miles,Ten miles,0
Little Salmon River (Lake Ontario),Little Salmon River (Lake Ontario)_2,"What was the Iroquois name for the Little Salmon River, and what does it translate to?","Cas-son-ta-che-go-na, meaning 'river of great bark' or 'large pieces of bark lying down, ready for building'","Salmon Creek, meaning 'fish spawning ground'","Little Salmon Creek, meaning 'smaller fish spawning ground'","Oswego River, meaning 'gathering place'","Cas-son-ta-che-go-na, meaning 'waterway of the Iroquois'",0
Little Sandy Creek (Redbank Creek tributary),Little Sandy Creek (Redbank Creek tributary)_1,Little Sandy Creek originates in which township before flowing into Redbank Creek?,McCalmont Township,Oliver Township,Ringgold Township,Worthville Township,Redbank Township,0
Little Sandy Creek (Redbank Creek tributary),Little Sandy Creek (Redbank Creek tributary)_2,"Which of the following tributaries joins Little Sandy Creek last, based on the order provided?",Middle Branch Little Sandy Creek,Hickok Run,Nolf Run,Big Run,Brocious Run,2
Little Sandy River (Kentucky),Little Sandy River (Kentucky)_1,What is the drainage area of the Little Sandy River in square miles?,724.2 square miles,137.4 square miles,85.4 square miles,"1,876 square miles",724.2 square kilometers,0
Little Sandy River (Kentucky),Little Sandy River (Kentucky)_2,"If the Little Sandy River is 85.4 miles long, what is its approximate length in kilometers?",85.4 km,137.4 km,724.2 km,"1,876 km",85.4 square km,1
Little Sandy River (Oregon),Little Sandy River (Oregon)_1,What was the primary reason for Portland General Electric's removal of the Little Sandy Dam in 2008?,To facilitate the return of migratory salmon and steelhead,To improve water flow for agricultural irrigation,To expand recreational boating access,To comply with new environmental regulations for dam safety,To enable the construction of a new hydroelectric project,0
Little Sandy River (Oregon),Little Sandy River (Oregon)_2,"What significant ecological event, absent for nearly a century, became possible on the Little Sandy River following the dam's removal?",The return of spawning migratory salmon and steelhead,The establishment of a new population of native trout species,The natural regeneration of riparian vegetation,The reintroduction of beaver colonies,The migration of endangered amphibians,0
Little Satilla Creek,Little Satilla Creek_1,What is the approximate distance in miles from the Little Satilla Creek's origin to its confluence with Big Satilla Creek?,39.3 miles,63.2 miles,8 miles,5 miles,34.3 miles,0
Little Satilla Creek,Little Satilla Creek_2,Where does the Little Satilla Creek transition from a southeastward flow to a southwestward flow?,5 miles west of Jesup,At its source in Appling County,At its junction with Big Satilla Creek,Northwest of Surrency,"In Wayne County, near its source",0
Little Satilla River (Atlantic Ocean),Little Satilla River (Atlantic Ocean)_1,What is the precise length of the Little Satilla River (Atlantic Ocean) in miles?,22.6 miles,36.4 miles,20.0 miles,32.0 miles,25.0 miles,0
Little Satilla River (Atlantic Ocean),Little Satilla River (Atlantic Ocean)_2,The Little Satilla River (Atlantic Ocean) is distinct from another river with a similar name located approximately how far to the northwest?,20 miles,22.6 miles,36.4 miles,32 km,36.4 km,0
Little Satilla River (Satilla River tributary),Little Satilla River (Satilla River tributary)_1,What is the approximate distance from the confluence of the freshwater Little Satilla River with the Satilla River to Hortense?,4 miles (6 km),20 miles (32 km),28.4 miles (45.7 km),32 miles (51.5 km),45.7 miles (73.5 km),0
Little Satilla River (Satilla River tributary),Little Satilla River (Satilla River tributary)_2,Which of the following sequences accurately describes the county boundaries formed by the freshwater Little Satilla River as it flows from its source to its mouth?,"Wayne/Pierce, then Pierce/Brantley, then entirely within Brantley","Wayne/Pierce, then entirely within Pierce, then Pierce/Brantley","Entirely within Wayne, then Wayne/Pierce, then Pierce/Brantley","Pierce/Brantley, then Wayne/Pierce, then entirely within Brantley","Wayne/Pierce, then Brantley/Pierce, then entirely within Brantley",0
Little Schoharie Creek,Little Schoharie Creek_1,In which two counties does Little Schoharie Creek primarily flow?,Schoharie and Albany counties,Albany and Greene counties,Schoharie and Ulster counties,Montgomery and Schenectady counties,Otsego and Delaware counties,0
Little Schoharie Creek,Little Schoharie Creek_2,At what specific location does Little Schoharie Creek merge with another significant waterway?,Middleburgh,Schoharie,Albany,Cobleskill,Hagaman,0
Little Schuylkill River,Little Schuylkill River_1,What is the approximate length of the Little Schuylkill River in miles?,30.6 miles,49.2 miles,30.0 miles,31.0 miles,49.0 miles,0
Little Schuylkill River,Little Schuylkill River_2,Which of the following communities does the Little Schuylkill River pass through?,Port Clinton,Tamaqua,Hawk Mountain,McAdoo Heights,Kline Township,1
Little Scioto River (Ohio River tributary),Little Scioto River (Ohio River tributary)_1,What is the approximate drainage area of the Little Scioto River in square kilometers?,600 km²,68.9 km²,233 km²,42.8 km²,9.7 km²,0
Little Scioto River (Ohio River tributary),Little Scioto River (Ohio River tributary)_2,How far east of the town center of Portsmouth does the Little Scioto River flow into the Ohio River?,6 miles,9.7 miles,42.8 miles,68.9 miles,233 miles,0
Little Seboeis River,Little Seboeis River_1,What is the approximate distance in miles the Little Seboeis River flows from its source to its confluence?,5.5 miles,8.9 miles,6.0 miles,5.0 miles,9.5 miles,0
Little Seboeis River,Little Seboeis River_2,The Little Seboeis River's source is located at which specific geographic coordinates?,45°59′09″N 68°34′35″W,45°59′09″S 68°34′35″E,45°59′09″N 68°34′35″E,45°59′09″S 68°34′35″W,45°59′00″N 68°34′00″W,0
Little Seneca Creek,Little Seneca Creek_1,"What is the approximate distance in miles from Washington, D.C. to Little Seneca Creek?",18 miles,14 miles,22.5 miles,29 miles,20 miles,0
Little Seneca Creek,Little Seneca Creek_2,What is the length of Little Seneca Creek in kilometers?,14.0 km,22.5 km,18 km,29.0 km,14.0 miles,1
Little Sequatchie River,Little Sequatchie River_1,What is the approximate length of the Little Sequatchie River in miles?,19.6 miles,31.5 miles,19.0 miles,20.0 miles,10.0 miles,0
Little Sequatchie River,Little Sequatchie River_2,The Little Sequatchie River originates from the confluence of what type of water bodies?,Many smaller streams,A single large spring,Several tributaries,Underground aquifers,Glacial meltwater,0
Little Sewickley Creek,Little Sewickley Creek_1,What is the approximate length of Little Sewickley Creek in miles?,13.42 miles,21.60 miles,13.00 miles,14.00 miles,21.00 miles,0
Little Sewickley Creek,Little Sewickley Creek_2,Little Sewickley Creek is classified as which order tributary?,2nd order,3rd order,4th order,5th order,1st order,1
Little Shaddox Creek,Little Shaddox Creek_1,What is the precise length of Little Shaddox Creek in miles?,3.10 mi,4.99 mi,3.01 mi,3.11 mi,4.90 mi,0
Little Shaddox Creek,Little Shaddox Creek_2,Little Shaddox Creek is classified as what order tributary within the United States?,2nd order,1st order,3rd order,4th order,0th order,1
Little Shamokin Creek,Little Shamokin Creek_1,What is the total watershed area of Little Shamokin Creek in square kilometers?,95.8 square kilometers,37.0 square kilometers,24.1 square kilometers,15.0 square kilometers,142.3 square kilometers,0
Little Shamokin Creek,Little Shamokin Creek_2,Which of the following rock formations is NOT found within the watershed of Little Shamokin Creek?,Hamilton Group,Spechty Kopf formation,Oriskany Formation,Irish Valley formation,Buddy Run formation,2
Little Shickshinny Creek,Little Shickshinny Creek_1,What is the approximate length of Little Shickshinny Creek in kilometers?,15.3 km,9.8 km,9.5 km,15.5 km,9.3 km,0
Little Shickshinny Creek,Little Shickshinny Creek_2,Which of the following is designated as a high-quality coldwater fishery within Little Shickshinny Creek's watershed?,Shickshinny Creek,Little Shickshinny Creek,Briar Creek Township,Pennsylvania State Game Lands #55,Salem Township,1
Little Silver River,Little Silver River_1,What is the approximate length of the Little Silver River in miles?,6.5 miles,10.5 miles,7.0 miles,5.5 miles,10.0 miles,0
Little Silver River,Little Silver River_2,The Little Silver River is a tributary of which larger river?,The Sturgeon River,The Silver River,The Houghton River,The Peninsula River,The Michigan River,0
Little Sioux River,Little Sioux River_1,"What is the mean annual discharge of the Little Sioux River at Turin, Iowa, in cubic feet per second?","1,761","1,751","1,861","1,661","1,760",0
Little Sioux River,Little Sioux River_2,Which of the following is NOT listed as a tributary of the Little Sioux River?,Ocheyedan River,Missouri River,Maple River,West Fork of the Little Sioux River,Stone River,1
Little Siskiwit River,Little Siskiwit River_1,What is the approximate length of the Little Siskiwit River in miles?,9.0 miles,14.5 miles,8.5 miles,9.5 miles,15.0 miles,0
Little Siskiwit River,Little Siskiwit River_2,The Little Siskiwit River is situated on which large island within Lake Superior?,Mackinac Island,Isle Royale,Keweenaw Peninsula,Apostle Islands,Drummond Island,1
Little Snake River,Little Snake River_1,What is the approximate distance in miles from the Little Snake River's confluence with the Yampa River to the town of Craig?,45 miles,155 miles,72 miles,249 miles,100 miles,0
Little Snake River,Little Snake River_2,The Little Snake River's course is characterized by its meandering along the Wyoming-Colorado state line. Approximately how many miles long is the river in total?,72 miles,45 miles,249 miles,155 miles,100 miles,3
Little Southwest Branch Saint John River,Little Southwest Branch Saint John River_1,"What is the approximate distance, in miles, that the Little Southwest Branch Saint John River flows?",28.9 mi,46.5 mi,70.19 mi,46.12 mi,46.5 km,0
Little Southwest Branch Saint John River,Little Southwest Branch Saint John River_2,The Little Southwest Branch Saint John River empties into the Southwest Branch Saint John River on which bank?,South bank,North bank,East bank,West bank,Northern bank,0
Little Spokane River,Little Spokane River_1,What is the approximate average width of the Little Spokane River?,12 to 18 meters,35 to 56 kilometers,2 to 5 feet,10 to 16 miles,40 to 60 feet,4
Little Spokane River,Little Spokane River_2,Where do the two branches of the Little Spokane River converge?,Between Fairwood and the confluence with the Spokane River,"Northwest of Spokane, where it joins the Spokane River",Between the communities of Elk upstream and Milan downstream,"South of Newport, near the Idaho state line",West of Newport and Eloika Lake,2
Little Spring Brook,Little Spring Brook_1,In which U.S. state is Little Spring Brook located?,New York,Pennsylvania,New Jersey,Delaware,Vermont,0
Little Spring Brook,Little Spring Brook_2,Little Spring Brook flows into which named tributary or river?,Spring Brook,Delaware River,Hudson River,Susquehanna River,Mohawk River,0
Little St. Francis River,Little St. Francis River_1,Approximately how far southwest of the St. Francois-Ste. Genevieve county line do the headwaters of the Little St. Francis River arise?,One mile,Two miles,Three miles,Half a mile,Four miles,0
Little St. Francis River,Little St. Francis River_2,Which of the following communities does the Little St. Francis River flow past before turning south?,Mine La Motte,Fredericktown,Libertyville,Knob Lick,Tin Mine Mountain,2
Little Stewart River,Little Stewart River_1,What is the approximate length of the Little Stewart River in miles?,8.9 miles,14.3 miles,7.9 miles,9.8 miles,13.3 miles,0
Little Stewart River,Little Stewart River_2,The Little Stewart River is a tributary of which larger river?,The Stewart River,The Lake River,The County River,The Minnesota River,The Grand River,0
Little Stony Creek (North Fork Shenandoah River tributary),Little Stony Creek (North Fork Shenandoah River tributary)_1,What is the approximate length of Little Stony Creek in kilometers?,Approximately 10.9 kilometers,Approximately 6.8 kilometers,Approximately 17.3 kilometers,Approximately 4.2 kilometers,Approximately 2.5 kilometers,0
Little Stony Creek (North Fork Shenandoah River tributary),Little Stony Creek (North Fork Shenandoah River tributary)_2,"Little Stony Creek is a tributary to which larger river system, ultimately feeding into the Potomac River?",North Fork Shenandoah River,South Fork Shenandoah River,James River,New River,Rappahannock River,0
Little Sturgeon River,Little Sturgeon River_1,What is the approximate length of the Little Sturgeon River in kilometers?,19.8 km,12.3 km,32.1 km,25.5 km,15.0 km,0
Little Sturgeon River,Little Sturgeon River_2,The Little Sturgeon River is a tributary to which larger river system?,Mullett Lake/Cheboygan River system,Indian River system,Lake Huron system,Corey Lake system,Wolverine River system,0
Little Sucker River,Little Sucker River_1,What is the approximate length of the Little Sucker River in kilometers?,2.6 km,1.6 km,3.2 km,1.0 km,4.2 km,0
Little Sucker River,Little Sucker River_2,Into which specific body of water does the Little Sucker River discharge?,Lake Superior,Lake Michigan,St. Louis River,Lake Superior Bay,Duluth Harbor,0
Little Sugar River (New Hampshire),Little Sugar River (New Hampshire)_1,What is the approximate distance between the Little Sugar River and the Sugar River?,Approximately 5 miles (8 km),Approximately 13.5 miles (21.7 km),Approximately 21.7 miles (35 km),Approximately 8 miles (13 km),Approximately 5 km (3.1 miles),0
Little Sugar River (New Hampshire),Little Sugar River (New Hampshire)_2,The Little Sugar River begins its course on a tableland in which New Hampshire town?,Unity,Charlestown,North Charlestown,Sugar Hill,Littleton,0
Little Suncook River,Little Suncook River_1,What is the approximate length of the Little Suncook River in miles?,4.0 miles,6.4 miles,3.2 miles,5.0 miles,2.0 miles,0
Little Suncook River,Little Suncook River_2,The Little Suncook River is a tributary to which larger river system?,Merrimack River,Suncook River,Gulf of Maine,Piscataqua River,Charles River,1
Little Sur River,Little Sur River_1,"What is the approximate total area, in square miles, drained by the Little Sur River and its main tributary, the South Fork?",40 square miles,25 square miles,100 square miles,30 square miles,50 square miles,0
Little Sur River,Little Sur River_2,Approximately how far from the coast do the North and South forks of the Little Sur River converge?,1.2 miles,3.2 kilometers,2 miles,4.8 miles,1 mile,2
Little Susitna River,Little Susitna River_1,What is the approximate latitude of the Little Susitna River's source?,61°51′30″N,61°51′00″N,61°52′00″N,61°50′30″N,61°52′30″N,0
Little Susitna River,Little Susitna River_2,"The Little Susitna River flows southwest to Cook Inlet, approximately how far west of Anchorage does it discharge?",13 miles,21 miles,13 kilometers,21 kilometers,130 miles,0
Little Swan River (Minnesota),Little Swan River (Minnesota)_1,What is the approximate length of the Little Swan River in kilometers?,22.4 km,13.9 km,22.4 miles,13.9 miles,36.3 km,0
Little Swan River (Minnesota),Little Swan River (Minnesota)_2,The Little Swan River is a tributary to which larger river system?,Swan River,Mississippi River,Missouri River,Minnesota River,Red River,0
Little Tallapoosa River,Little Tallapoosa River_1,What is the approximate length of the Little Tallapoosa River in kilometers?,156 km,97 km,150 km,160 km,97 miles,0
Little Tallapoosa River,Little Tallapoosa River_2,In which Alabama county does the Little Tallapoosa River merge with the Tallapoosa River?,Randolph County,Carroll County,Villa Rica County,Tallapoosa County,Harris County,0
Little Tamarack River,Little Tamarack River_1,The Little Tamarack River is a tributary to which larger river system?,Tamarack River,Prairie River,Big Sandy Lake,Mississippi River,St. Croix River,0
Little Tamarack River,Little Tamarack River_2,"Following its confluence with the Tamarack River, what is the immediate downstream water body into which the flow eventually leads?",Big Sandy Lake,Tamarack River,Prairie River,Minnesota River,Lake Superior,2
Little Tennessee River,Little Tennessee River_1,Which of the following is NOT one of the five major impoundments listed on the Little Tennessee River?,Calderwood Dam,Fontana Dam,Porters Bend Dam,Cheoah Dam,Chilhowee Dam,2
Little Tennessee River,Little Tennessee River_2,What is the approximate total length of the Little Tennessee River in kilometers?,135 km,217 km,352 km,135 miles,217 miles,1
Little Tennessee River,Little Tennessee River_1,Which of the following dams is NOT listed as one of the five major impoundments on the Little Tennessee River?,Calderwood Dam,Fontana Dam,Porters Bend Dam,Cheoah Dam,Chilhowee Dam,2
Little Tennessee River,Little Tennessee River_2,What is the approximate total length of the Little Tennessee River in kilometers?,135 km,217 miles,217 km,135 miles,352 km,2
Little Tennessee River,Little Tennessee River_1,Which of the following is NOT explicitly listed as a major impoundment on the Little Tennessee River?,Calderwood Dam,Fontana Dam,Nantahala Dam,Chilhowee Dam,Tellico Dam,2
Little Tennessee River,Little Tennessee River_2,The Little Tennessee River's total length is approximately how many kilometers?,135 km,217 km,135 miles,217 miles,100 km,1
Little Terrible Creek (Terrible Creek tributary-Virginia),Little Terrible Creek (Terrible Creek tributary-Virginia)_1,What is the order of Little Terrible Creek within its watershed?,2nd order,1st order,3rd order,4th order,5th order,0
Little Terrible Creek (Terrible Creek tributary-Virginia),Little Terrible Creek (Terrible Creek tributary-Virginia)_2,Little Terrible Creek is a tributary to which larger river?,Terrible Creek,Little River,Virginia Creek,Halifax Creek,Creek Terrible,0
Little Thompson River,Little Thompson River_1,What is the approximate elevation drop of the Little Thompson River through the mountains?,"Approximately 2,500 feet (760 m)",Approximately 51.5 feet (15.7 m),Approximately 82.9 feet (25.3 m),Approximately 15 feet (4.6 m),Approximately 24 feet (7.3 m),0
Little Thompson River,Little Thompson River_2,Which of the following fish species is native to the Little Thompson River?,Sculpin,Brook trout,Rainbow trout,Mountain whitefish,Native Greenback cutthroat trout,4
Little Thompson River (Montana),Little Thompson River (Montana)_1,The Little Thompson River is a tributary to which larger river system?,Thompson River of Montana,Clark Fork River,Lolo River,Bitterroot River,Flathead River,0
Little Thompson River (Montana),Little Thompson River (Montana)_2,In which national forest are the headwaters of the Little Thompson River located?,Lolo National Forest,Flathead National Forest,Gallatin National Forest,Beaverhead-Deerlodge National Forest,Kootenai National Forest,0
Little Thornapple River (Eaton County),Little Thornapple River (Eaton County)_1,What is the approximate distance in kilometers between the Little Thornapple River's source and downtown Charlotte?,7.2 km,14.6 km,84.9 km,42.5 km,4.5 km,0
Little Thornapple River (Eaton County),Little Thornapple River (Eaton County)_2,At what approximate latitude does the Little Thornapple River empty into the Thornapple River?,42°33′23″N,84°54′27″W,42°55′63″N,42°39′27″N,84°52′27″W,3
Little Thornapple River (Coldwater River tributary),Little Thornapple River (Coldwater River tributary)_1,What is the approximate length of the Little Thornapple River in miles?,5.8 miles,9.3 miles,42.7 miles,85.1 miles,58.0 miles,0
Little Thornapple River (Coldwater River tributary),Little Thornapple River (Coldwater River tributary)_2,Which of the following coordinates most accurately represents the Little Thornapple River's confluence with the Coldwater River?,42°45′38″N 85°08′43″W,42°42′50″N 85°13′41″W,42°45′38″N 85°13′41″W,42°42′50″N 85°08′43″W,42°45′38″N 85°14′52″W,1
Little Tobacco River,Little Tobacco River_1,What is the precise length of the Little Tobacco River in miles?,10.5 miles,16.9 miles,10.0 miles,11.5 miles,16.0 miles,0
Little Tobacco River,Little Tobacco River_2,The Little Tobacco River is a tributary of which larger river system?,Saginaw River,Tittabawassee River,Michigan River,Gladwin River,Tobacco River,1
Little Tomhicken Creek,Little Tomhicken Creek_1,What is the approximate length of Little Tomhicken Creek in miles?,1.0 mile,1.6 miles,4.31 miles,11.2 miles,0.5 miles,0
Little Tomhicken Creek,Little Tomhicken Creek_2,Which of the following rock formations is NOT mentioned as being present in Little Tomhicken Creek's watershed?,Pottsville Formation,Mauch Chunk Formation,Catskill Formation,Hamilton Group,Onondaga Formation,2
Little Troublesome Creek (Haw River tributary),Little Troublesome Creek (Haw River tributary)_1,What is the order of Little Troublesome Creek within its watershed?,2nd order,1st order,3rd order,4th order,5th order,0
Little Troublesome Creek (Haw River tributary),Little Troublesome Creek (Haw River tributary)_2,In which North Carolina county is Little Troublesome Creek located?,Alamance County,Rockingham County,Guilford County,Caswell County,Orange County,1
Little Trout River (Michigan),Little Trout River (Michigan)_1,What is the approximate length of the Little Trout River in kilometers?,14.8 km,9.2 km,14.0 km,15.8 km,9.8 km,0
Little Trout River (Michigan),Little Trout River (Michigan)_2,The Little Trout River is a tributary of which major body of water?,Lake Michigan,Lake Huron,Lake Erie,Lake Superior,The Atlantic Ocean,1
Little Trout River (New York),Little Trout River (New York)_1,During which months is the Little Trout River in New York typically frozen?,Mid-December to the end of March,Early November to the end of April,Late October to the beginning of May,Mid-January to the end of February,Early December to the beginning of April,0
Little Trout River (New York),Little Trout River (New York)_2,What is the primary geographical region where the Little Trout River is located and served?,"Adirondack Park, Franklin County, New York","Catskill Mountains, Ulster County, New York","Allegheny Plateau, Cattaraugus County, New York","Finger Lakes Region, Ontario County, New York","Central New York, Onondaga County, New York",0
Little Truckee River,Little Truckee River_1,What is the approximate length of the Little Truckee River in kilometers?,49.2 km,30.6 km,79.8 km,49.0 km,30.6 miles,0
Little Truckee River,Little Truckee River_2,In which California county is the Little Truckee River primarily located?,Placer County,Nevada County,Sierra County,Yuba County,Butte County,1
Little Two Hearted River,Little Two Hearted River_1,What is the approximate distance between the Little Two Hearted River's mouth and the mouth of the Two Hearted River?,4.0 miles,23.9 miles,38.5 miles,6.4 kilometers,412 miles,0
Little Two Hearted River,Little Two Hearted River_2,The Little Two Hearted River originates from which specific lakes located within the Lake Superior State Forest?,Little Two Hearted Lakes,Two Hearted Lakes,Crisp Point Lakes,McMillan Lakes,Pine Stump Lakes,0
Little Two River,Little Two River_1,What is the approximate length of the Little Two River in kilometers?,25.6 km,15.9 km,25.0 km,16.0 km,25.9 km,0
Little Two River,Little Two River_2,The Little Two River is a tributary of which major river system?,The Mississippi River,The Missouri River,The Ohio River,The Arkansas River,The Red River,0
Little Union River,Little Union River_1,What is the approximate length of the Little Union River in kilometers?,6.8 km,4.2 km,11.0 km,2.6 km,4.2 miles,0
Little Union River,Little Union River_2,The Little Union River is a tributary to which larger river?,Union River,Lake Superior,Porcupine River,Michigan River,Wilderness River,0
Little Uvas Creek,Little Uvas Creek_1,Little Uvas Creek originates on the northeastern flank of which geographical feature?,Loma Chiquita Ridge,Santa Cruz Mountains,Uvas Creek,Little Uvas Road,Northeastern Ridge,0
Little Uvas Creek,Little Uvas Creek_2,In which direction does Little Uvas Creek primarily flow from its headwaters?,Eastward,Westward,Northward,Southward,Northeastward,0
Little Vermilion River (Illinois River tributary),Little Vermilion River (Illinois River tributary)_1,What is the approximate length of the Little Vermilion River (Illinois River tributary) in kilometers?,55.8 km,34.7 km,55.8 miles,34.7 miles,80.5 km,0
Little Vermilion River (Illinois River tributary),Little Vermilion River (Illinois River tributary)_2,The Little Vermilion River (Illinois River tributary) joins the Illinois River near which Illinois city?,"LaSalle, Illinois","Wabash, Illinois","Vermilion, Illinois","Illinois City, Illinois","Springfield, Illinois",0
Little Wabash River,Little Wabash River_1,What is the approximate length of the Little Wabash River in kilometers?,390 km,240 km,390 miles,240 miles,150 km,0
Little Wabash River,Little Wabash River_2,"Which river is the Little Wabash River a tributary of, placing it within the larger Mississippi River watershed?",Wabash River,Ohio River,White River,Embarras River,Mississippi River,0
Little Wakatomika Creek,Little Wakatomika Creek_1,Little Wakatomika Creek empties into which larger waterway just west of Trinway?,Wakatomika Creek,Muskingum River,Ohio River,Mississippi River,Little Muskingum River,0
Little Wakatomika Creek,Little Wakatomika Creek_2,Which of the following is the most downstream village explicitly mentioned as being flowed through by Little Wakatomika Creek before entering Muskingum County?,Wakatomika,Tunnel Hill,Trinway,Coshocton,Zanesville,0
Little Walla Walla River,Little Walla Walla River_1,In which U.S. state is the Little Walla Walla River located?,Oregon,Washington,Idaho,California,Montana,0
Little Walla Walla River,Little Walla Walla River_2,What type of geographical feature is the Little Walla Walla River?,A stream,A lake,A river,A canal,A bayou,0
